variant,benchmark,input_value,input_metric,phase,time_lo_s,time_mid_s,time_hi_s,units
mem-batch,fibonacci,145,n,trace,0.062000,0.063000,0.064000,s
mem-batch,fibonacci,145,n,preprocess,2.526000,2.556000,2.698000,s
mem-batch,fibonacci,145,n,prove,0.661000,0.666000,0.669000,s
mem-batch,fibonacci,145,n,verify,0.045000,0.046000,0.047000,s
mem-batch,fibonacci,150,n,decode,0.225000,0.229000,0.235000,s
mem-batch,fibonacci,150,n,trace,0.062000,0.063000,0.065000,s
mem-batch,fibonacci,150,n,preprocess,2.529000,2.566000,2.627000,s
mem-batch,fibonacci,150,n,prove,0.683000,0.689000,0.695000,s
mem-batch,fibonacci,150,n,verify,0.042000,0.049000,0.049000,s
mem-batch,fibonacci,155,n,decode,0.226000,0.230000,0.243000,s
mem-batch,fibonacci,155,n,trace,0.062000,0.063000,0.070000,s
mem-batch,fibonacci,155,n,preprocess,2.527000,2.547000,2.672000,s
mem-batch,fibonacci,155,n,prove,0.684000,0.688000,0.690000,s
mem-batch,fibonacci,155,n,verify,0.042000,0.047000,0.048000,s
mem-batch,fibonacci,160,n,decode,0.223000,0.230000,0.233000,s
mem-batch,fibonacci,160,n,trace,0.062000,0.064000,0.069000,s
mem-batch,fibonacci,160,n,preprocess,2.530000,2.550000,2.714000,s
mem-batch,fibonacci,160,n,prove,0.680000,0.687000,0.691000,s
mem-batch,fibonacci,160,n,verify,0.043000,0.048000,0.049000,s
mem-batch,fibonacci,165,n,decode,0.224000,0.228000,0.263000,s
mem-batch,fibonacci,165,n,trace,0.062000,0.063000,0.071000,s
mem-batch,fibonacci,165,n,preprocess,2.492000,2.576000,2.697000,s
mem-batch,fibonacci,165,n,prove,0.676000,0.687000,0.694000,s
mem-batch,fibonacci,165,n,verify,0.042000,0.048000,0.050000,s
mem-batch,fibonacci,170,n,decode,0.223000,0.227000,0.230000,s
mem-batch,fibonacci,170,n,trace,0.062000,0.063000,0.069000,s
mem-batch,fibonacci,170,n,preprocess,2.526000,2.543000,2.698000,s
mem-batch,fibonacci,170,n,prove,0.681000,0.689000,0.696000,s
mem-batch,fibonacci,170,n,verify,0.041000,0.047000,0.049000,s
mem-batch,fibonacci,175,n,decode,0.221000,0.228000,0.234000,s
mem-batch,fibonacci,175,n,trace,0.062000,0.063000,0.068000,s
mem-batch,fibonacci,175,n,preprocess,2.529000,2.557000,2.691000,s
mem-batch,fibonacci,175,n,prove,0.686000,0.689000,0.694000,s
mem-batch,fibonacci,175,n,verify,0.042000,0.048000,0.049000,s
mem-batch,fibonacci,180,n,decode,0.223000,0.227000,0.235000,s
mem-batch,fibonacci,180,n,trace,0.063000,0.064000,0.068000,s
mem-batch,fibonacci,180,n,preprocess,2.525000,2.566000,2.630000,s
mem-batch,fibonacci,180,n,prove,0.685000,0.691000,0.695000,s
mem-batch,fibonacci,180,n,verify,0.042000,0.048000,0.049000,s
mem-batch,fibonacci,185,n,decode,0.223000,0.226000,0.247000,s
mem-batch,fibonacci,185,n,trace,0.062000,0.063000,0.070000,s
mem-batch,fibonacci,185,n,preprocess,2.505000,2.553000,2.686000,s
mem-batch,fibonacci,185,n,prove,0.680000,0.689000,0.696000,s
mem-batch,fibonacci,185,n,verify,0.042000,0.047000,0.049000,s
mem-batch,fibonacci,190,n,decode,0.225000,0.228000,0.236000,s
mem-batch,fibonacci,190,n,trace,0.062000,0.064000,0.070000,s
mem-batch,fibonacci,190,n,preprocess,2.522000,2.579000,2.723000,s
mem-batch,fibonacci,190,n,prove,0.682000,0.689000,0.695000,s
mem-batch,fibonacci,190,n,verify,0.042000,0.048000,0.049000,s
mem-batch,fibonacci,195,n,decode,0.224000,0.228000,0.230000,s
mem-batch,fibonacci,195,n,trace,0.063000,0.066000,0.071000,s
mem-batch,fibonacci,195,n,preprocess,2.523000,2.572000,2.694000,s
mem-batch,fibonacci,195,n,prove,0.677000,0.688000,0.696000,s
mem-batch,fibonacci,195,n,verify,0.041000,0.045000,0.049000,s
mem-batch,fibonacci,200,n,decode,0.221000,0.226000,0.238000,s
mem-batch,fibonacci,200,n,trace,0.063000,0.064000,0.069000,s
mem-batch,fibonacci,200,n,preprocess,2.523000,2.549000,2.740000,s
mem-batch,fibonacci,200,n,prove,0.681000,0.691000,0.701000,s
mem-batch,fibonacci,200,n,verify,0.042000,0.047000,0.049000,s
mem-batch,fibonacci,210,n,decode,0.223000,0.229000,0.232000,s
mem-batch,fibonacci,210,n,trace,0.063000,0.065000,0.069000,s
mem-batch,fibonacci,210,n,preprocess,2.529000,2.573000,2.642000,s
mem-batch,fibonacci,210,n,prove,0.685000,0.693000,0.700000,s
mem-batch,fibonacci,210,n,verify,0.044000,0.049000,0.050000,s
mem-batch,fibonacci,220,n,decode,0.226000,0.230000,0.245000,s
mem-batch,fibonacci,220,n,trace,0.064000,0.064000,0.065000,s
mem-batch,fibonacci,220,n,preprocess,2.531000,2.556000,2.639000,s
mem-batch,fibonacci,220,n,prove,0.690000,0.693000,0.696000,s
mem-batch,fibonacci,220,n,verify,0.043000,0.048000,0.049000,s
mem-batch,fibonacci,230,n,decode,0.226000,0.228000,0.239000,s
mem-batch,fibonacci,230,n,trace,0.063000,0.064000,0.069000,s
mem-batch,fibonacci,230,n,preprocess,2.525000,2.548000,2.623000,s
mem-batch,fibonacci,230,n,prove,0.686000,0.696000,0.703000,s
mem-batch,fibonacci,230,n,verify,0.042000,0.048000,0.049000,s
mem-batch,fibonacci,240,n,decode,0.223000,0.226000,0.233000,s
mem-batch,fibonacci,240,n,trace,0.063000,0.064000,0.071000,s
mem-batch,fibonacci,240,n,preprocess,2.521000,2.575000,2.642000,s
mem-batch,fibonacci,240,n,prove,0.683000,0.693000,0.698000,s
mem-batch,fibonacci,240,n,verify,0.043000,0.047000,0.050000,s
mem-batch,fibonacci,250,n,decode,0.225000,0.230000,0.237000,s
mem-batch,fibonacci,250,n,trace,0.063000,0.064000,0.070000,s
mem-batch,fibonacci,250,n,preprocess,2.529000,2.568000,2.730000,s
mem-batch,fibonacci,250,n,prove,0.686000,0.695000,0.699000,s
mem-batch,fibonacci,250,n,verify,0.041000,0.048000,0.050000,s
mem-batch,fibonacci,500,n,decode,0.223000,0.227000,0.230000,s
mem-batch,fibonacci,500,n,trace,0.063000,0.064000,0.069000,s
mem-batch,fibonacci,500,n,preprocess,2.524000,2.573000,2.631000,s
mem-batch,fibonacci,500,n,prove,0.734000,0.739000,0.745000,s
mem-batch,fibonacci,500,n,verify,0.044000,0.049000,0.051000,s
mem-batch,fibonacci,750,n,decode,0.224000,0.230000,0.234000,s
mem-batch,fibonacci,750,n,trace,0.018000,0.065000,0.066000,s
mem-batch,fibonacci,750,n,preprocess,2.527000,2.552000,2.593000,s
mem-batch,fibonacci,750,n,prove,0.801000,0.813000,0.818000,s
mem-batch,fibonacci,750,n,verify,0.044000,0.050000,0.052000,s
mem-batch,fibonacci,1000,n,decode,0.225000,0.228000,0.248000,s
mem-batch,fibonacci,1000,n,trace,0.064000,0.065000,0.073000,s
mem-batch,fibonacci,1000,n,preprocess,2.527000,2.568000,2.688000,s
mem-batch,fibonacci,1000,n,prove,0.814000,0.819000,0.826000,s
mem-batch,fibonacci,1000,n,verify,0.043000,0.049000,0.051000,s
mem-batch,fibonacci,2000,n,decode,0.223000,0.226000,0.230000,s
mem-batch,fibonacci,2000,n,trace,0.020000,0.067000,0.069000,s
mem-batch,fibonacci,2000,n,preprocess,2.529000,2.557000,2.705000,s
mem-batch,fibonacci,2000,n,prove,0.968000,0.981000,0.998000,s
mem-batch,fibonacci,2000,n,verify,0.044000,0.051000,0.053000,s
mem-batch,fibonacci,3000,n,decode,0.224000,0.228000,0.234000,s
mem-batch,fibonacci,3000,n,trace,0.022000,0.069000,0.071000,s
mem-batch,fibonacci,3000,n,preprocess,2.529000,2.551000,2.615000,s
mem-batch,fibonacci,3000,n,prove,1.201000,1.217000,1.224000,s
mem-batch,fibonacci,3000,n,verify,0.044000,0.054000,0.057000,s
mem-batch,fibonacci,4000,n,decode,0.224000,0.227000,0.234000,s
mem-batch,fibonacci,4000,n,trace,0.024000,0.071000,0.072000,s
mem-batch,fibonacci,4000,n,preprocess,2.511000,2.572000,2.746000,s
mem-batch,fibonacci,4000,n,prove,1.208000,1.230000,1.247000,s
mem-batch,fibonacci,4000,n,verify,0.044000,0.053000,0.056000,s
mem-batch,fibonacci,5000,n,decode,0.224000,0.226000,0.235000,s
mem-batch,fibonacci,5000,n,trace,0.026000,0.072000,0.074000,s
mem-batch,fibonacci,5000,n,preprocess,2.497000,2.554000,2.577000,s
mem-batch,fibonacci,5000,n,prove,1.239000,1.271000,1.281000,s
mem-batch,fibonacci,5000,n,verify,0.044000,0.052000,0.054000,s
mem-batch,fibonacci,6000,n,decode,0.224000,0.229000,0.242000,s
mem-batch,fibonacci,6000,n,trace,0.073000,0.075000,0.077000,s
mem-batch,fibonacci,6000,n,preprocess,2.540000,2.560000,2.622000,s
mem-batch,fibonacci,6000,n,prove,1.682000,1.721000,1.782000,s
mem-batch,fibonacci,6000,n,verify,0.051000,0.053000,0.056000,s
mem-batch,fibonacci,7000,n,decode,0.224000,0.228000,0.237000,s
mem-batch,fibonacci,7000,n,trace,0.075000,0.076000,0.079000,s
mem-batch,fibonacci,7000,n,preprocess,2.537000,2.591000,2.639000,s
mem-batch,fibonacci,7000,n,prove,1.735000,1.757000,1.859000,s
mem-batch,fibonacci,7000,n,verify,0.049000,0.052000,0.055000,s
mem-batch,fibonacci,8000,n,decode,0.224000,0.227000,0.234000,s
mem-batch,fibonacci,8000,n,trace,0.078000,0.080000,0.083000,s
mem-batch,fibonacci,8000,n,preprocess,2.535000,2.551000,2.714000,s
mem-batch,fibonacci,8000,n,prove,1.746000,1.781000,1.853000,s
mem-batch,fibonacci,8000,n,verify,0.049000,0.053000,0.059000,s
mem-batch,fibonacci,9000,n,decode,0.224000,0.229000,0.234000,s
mem-batch,fibonacci,9000,n,trace,0.079000,0.081000,0.083000,s
mem-batch,fibonacci,9000,n,preprocess,2.539000,2.566000,2.633000,s
mem-batch,fibonacci,9000,n,prove,1.779000,1.843000,1.918000,s
mem-batch,fibonacci,9000,n,verify,0.046000,0.049000,0.060000,s
mem-batch,fibonacci,10000,n,decode,0.224000,0.229000,0.243000,s
mem-batch,fibonacci,10000,n,trace,0.081000,0.083000,0.085000,s
mem-batch,fibonacci,10000,n,preprocess,2.519000,2.561000,2.717000,s
mem-batch,fibonacci,10000,n,prove,1.824000,1.933000,1.988000,s
mem-batch,fibonacci,10000,n,verify,0.047000,0.049000,0.058000,s
mem-batch,fibonacci,12500,n,decode,0.222000,0.228000,0.231000,s
mem-batch,fibonacci,12500,n,trace,0.037000,0.039000,0.094000,s
mem-batch,fibonacci,12500,n,preprocess,2.493000,2.540000,2.623000,s
mem-batch,fibonacci,12500,n,prove,2.789000,2.880000,3.094000,s
mem-batch,fibonacci,12500,n,verify,0.044000,0.046000,0.063000,s
mem-batch,fibonacci,15000,n,decode,0.221000,0.227000,0.232000,s
mem-batch,fibonacci,15000,n,trace,0.042000,0.043000,0.098000,s
mem-batch,fibonacci,15000,n,preprocess,2.491000,2.537000,2.649000,s
mem-batch,fibonacci,15000,n,prove,2.862000,2.938000,3.037000,s
mem-batch,fibonacci,15000,n,verify,0.044000,0.054000,0.064000,s
mem-batch,fibonacci,17500,n,decode,0.222000,0.227000,0.233000,s
mem-batch,fibonacci,17500,n,trace,0.045000,0.102000,0.123000,s
mem-batch,fibonacci,17500,n,preprocess,2.506000,2.533000,2.631000,s
mem-batch,fibonacci,17500,n,prove,2.952000,3.021000,3.248000,s
mem-batch,fibonacci,17500,n,verify,0.044000,0.051000,0.070000,s
mem-batch,fibonacci,20000,n,decode,0.224000,0.229000,0.239000,s
mem-batch,fibonacci,20000,n,trace,0.050000,0.053000,0.111000,s
mem-batch,fibonacci,20000,n,preprocess,2.530000,2.575000,2.657000,s
mem-batch,fibonacci,20000,n,prove,3.037000,3.088000,3.303000,s
mem-batch,fibonacci,20000,n,verify,0.044000,0.051000,0.068000,s
mem-batch,fibonacci,25000,n,decode,0.225000,0.228000,0.234000,s
mem-batch,fibonacci,25000,n,trace,0.059000,0.131000,0.136000,s
mem-batch,fibonacci,25000,n,preprocess,2.528000,2.586000,2.660000,s
mem-batch,fibonacci,25000,n,prove,5.140000,5.283000,5.730000,s
mem-batch,fibonacci,25000,n,verify,0.055000,0.065000,0.088000,s
mem-batch,sha2_chain,1,cycles,decode,0.224000,0.229000,0.238000,s
mem-batch,sha2_chain,1,cycles,trace,0.067000,0.067000,0.067000,s
mem-batch,sha2_chain,1,cycles,preprocess,2.526000,2.565000,2.697000,s
mem-batch,sha2_chain,1,cycles,prove,0.974000,0.990000,0.997000,s
mem-batch,sha2_chain,1,cycles,verify,0.047000,0.047000,0.049000,s
mem-batch,sha2_chain,2,cycles,decode,0.222000,0.226000,0.236000,s
mem-batch,sha2_chain,2,cycles,trace,0.062000,0.067000,0.070000,s
mem-batch,sha2_chain,2,cycles,preprocess,2.517000,2.569000,2.710000,s
mem-batch,sha2_chain,2,cycles,prove,1.038000,1.047000,1.057000,s
mem-batch,sha2_chain,2,cycles,verify,0.047000,0.048000,0.049000,s
mem-batch,sha2_chain,3,cycles,decode,0.223000,0.230000,0.233000,s
mem-batch,sha2_chain,3,cycles,trace,0.071000,0.072000,0.074000,s
mem-batch,sha2_chain,3,cycles,preprocess,2.531000,2.564000,2.708000,s
mem-batch,sha2_chain,3,cycles,prove,1.263000,1.270000,1.299000,s
mem-batch,sha2_chain,3,cycles,verify,0.046000,0.049000,0.050000,s
mem-batch,sha2_chain,4,cycles,decode,0.223000,0.229000,0.235000,s
mem-batch,sha2_chain,4,cycles,trace,0.071000,0.074000,0.076000,s
mem-batch,sha2_chain,4,cycles,preprocess,2.536000,2.547000,2.625000,s
mem-batch,sha2_chain,4,cycles,prove,1.311000,1.328000,1.342000,s
mem-batch,sha2_chain,4,cycles,verify,0.048000,0.049000,0.050000,s
mem-batch,sha2_chain,5,cycles,decode,0.224000,0.226000,0.230000,s
mem-batch,sha2_chain,5,cycles,trace,0.074000,0.076000,0.078000,s
mem-batch,sha2_chain,5,cycles,preprocess,2.527000,2.550000,2.674000,s
mem-batch,sha2_chain,5,cycles,prove,1.815000,1.889000,1.924000,s
mem-batch,sha2_chain,5,cycles,verify,0.048000,0.052000,0.053000,s
mem-batch,sha2_chain,6,cycles,decode,0.223000,0.227000,0.230000,s
mem-batch,sha2_chain,6,cycles,trace,0.076000,0.078000,0.080000,s
mem-batch,sha2_chain,6,cycles,preprocess,2.512000,2.572000,2.695000,s
mem-batch,sha2_chain,6,cycles,prove,1.824000,1.924000,1.974000,s
mem-batch,sha2_chain,6,cycles,verify,0.048000,0.051000,0.052000,s
mem-batch,sha2_chain,7,cycles,decode,0.222000,0.230000,0.234000,s
mem-batch,sha2_chain,7,cycles,trace,0.080000,0.081000,0.082000,s
mem-batch,sha2_chain,7,cycles,preprocess,2.526000,2.563000,2.713000,s
mem-batch,sha2_chain,7,cycles,prove,1.883000,1.981000,1.996000,s
mem-batch,sha2_chain,7,cycles,verify,0.048000,0.050000,0.055000,s
mem-batch,sha2_chain,8,cycles,decode,0.224000,0.228000,0.231000,s
mem-batch,sha2_chain,8,cycles,trace,0.080000,0.082000,0.086000,s
mem-batch,sha2_chain,8,cycles,preprocess,2.537000,2.600000,2.704000,s
mem-batch,sha2_chain,8,cycles,prove,2.000000,2.035000,2.081000,s
mem-batch,sha2_chain,8,cycles,verify,0.047000,0.050000,0.053000,s
mem-batch,sha2_chain,9,cycles,decode,0.225000,0.230000,0.234000,s
mem-batch,sha2_chain,9,cycles,trace,0.045000,0.087000,0.089000,s
mem-batch,sha2_chain,9,cycles,preprocess,2.531000,2.586000,2.715000,s
mem-batch,sha2_chain,9,cycles,prove,2.880000,2.916000,3.007000,s
mem-batch,sha2_chain,9,cycles,verify,0.049000,0.057000,0.058000,s
mem-batch,sha2_chain,10,cycles,decode,0.226000,0.228000,0.234000,s
mem-batch,sha2_chain,10,cycles,trace,0.046000,0.047000,0.048000,s
mem-batch,sha2_chain,10,cycles,preprocess,2.518000,2.547000,2.701000,s
mem-batch,sha2_chain,10,cycles,prove,2.903000,2.940000,3.000000,s
mem-batch,sha2_chain,10,cycles,verify,0.048000,0.050000,0.057000,s
mem-batch,sha2_chain,11,cycles,decode,0.223000,0.227000,0.233000,s
mem-batch,sha2_chain,11,cycles,trace,0.047000,0.050000,0.091000,s
mem-batch,sha2_chain,11,cycles,preprocess,2.513000,2.560000,2.732000,s
mem-batch,sha2_chain,11,cycles,prove,2.935000,2.995000,3.046000,s
mem-batch,sha2_chain,11,cycles,verify,0.048000,0.050000,0.061000,s
mem-batch,sha2_chain,12,cycles,decode,0.225000,0.230000,0.233000,s
mem-batch,sha2_chain,12,cycles,trace,0.051000,0.092000,0.096000,s
mem-batch,sha2_chain,12,cycles,preprocess,2.523000,2.564000,2.712000,s
mem-batch,sha2_chain,12,cycles,prove,2.996000,3.090000,3.165000,s
mem-batch,sha2_chain,12,cycles,verify,0.048000,0.052000,0.069000,s
mem-batch,sha2_chain,13,cycles,decode,0.225000,0.229000,0.234000,s
mem-batch,sha2_chain,13,cycles,trace,0.052000,0.053000,0.096000,s
mem-batch,sha2_chain,13,cycles,preprocess,2.505000,2.554000,2.698000,s
mem-batch,sha2_chain,13,cycles,prove,3.042000,3.101000,3.123000,s
mem-batch,sha2_chain,13,cycles,verify,0.047000,0.050000,0.055000,s
mem-batch,sha2_chain,14,cycles,decode,0.223000,0.225000,0.233000,s
mem-batch,sha2_chain,14,cycles,trace,0.051000,0.094000,0.100000,s
mem-batch,sha2_chain,14,cycles,preprocess,2.512000,2.544000,2.604000,s
mem-batch,sha2_chain,14,cycles,prove,3.110000,3.149000,3.222000,s
mem-batch,sha2_chain,14,cycles,verify,0.049000,0.056000,0.059000,s
mem-batch,sha2_chain,15,cycles,decode,0.227000,0.230000,0.241000,s
mem-batch,sha2_chain,15,cycles,trace,0.057000,0.097000,0.101000,s
mem-batch,sha2_chain,15,cycles,preprocess,2.512000,2.549000,2.731000,s
mem-batch,sha2_chain,15,cycles,prove,3.161000,3.197000,3.262000,s
mem-batch,sha2_chain,15,cycles,verify,0.048000,0.052000,0.059000,s
mem-batch,sha2_chain,16,cycles,decode,0.224000,0.229000,0.233000,s
mem-batch,sha2_chain,16,cycles,trace,0.058000,0.099000,0.104000,s
mem-batch,sha2_chain,16,cycles,preprocess,2.533000,2.548000,2.675000,s
mem-batch,sha2_chain,16,cycles,prove,3.197000,3.256000,3.338000,s
mem-batch,sha2_chain,16,cycles,verify,0.047000,0.055000,0.061000,s
mem-batch,sha2_chain,17,cycles,decode,0.223000,0.226000,0.237000,s
mem-batch,sha2_chain,17,cycles,trace,0.061000,0.103000,0.114000,s
mem-batch,sha2_chain,17,cycles,preprocess,2.512000,2.540000,2.629000,s
mem-batch,sha2_chain,17,cycles,prove,3.243000,3.303000,3.361000,s
mem-batch,sha2_chain,17,cycles,verify,0.050000,0.056000,0.058000,s
mem-batch,sha2_chain,18,cycles,decode,0.226000,0.230000,0.235000,s
mem-batch,sha2_chain,18,cycles,trace,0.117000,0.119000,0.132000,s
mem-batch,sha2_chain,18,cycles,preprocess,2.527000,2.572000,2.702000,s
mem-batch,sha2_chain,18,cycles,prove,5.392000,5.563000,6.023000,s
mem-batch,sha2_chain,18,cycles,verify,0.055000,0.061000,0.063000,s
mem-batch,sha2_chain,19,cycles,decode,0.224000,0.228000,0.240000,s
mem-batch,sha2_chain,19,cycles,trace,0.112000,0.122000,0.129000,s
mem-batch,sha2_chain,19,cycles,preprocess,2.541000,2.565000,2.588000,s
mem-batch,sha2_chain,19,cycles,prove,5.455000,5.500000,5.859000,s
mem-batch,sha2_chain,19,cycles,verify,0.055000,0.062000,0.087000,s
mem-batch,sha2_chain,20,cycles,decode,0.227000,0.229000,0.236000,s
mem-batch,sha2_chain,20,cycles,trace,0.122000,0.126000,0.132000,s
mem-batch,sha2_chain,20,cycles,preprocess,2.530000,2.558000,2.738000,s
mem-batch,sha2_chain,20,cycles,prove,5.406000,5.689000,6.256000,s
mem-batch,sha2_chain,20,cycles,verify,0.059000,0.063000,0.078000,s
mem-batch,sha2_chain,21,cycles,decode,0.226000,0.230000,0.247000,s
mem-batch,sha2_chain,21,cycles,trace,0.135000,0.138000,0.143000,s
mem-batch,sha2_chain,21,cycles,preprocess,2.526000,2.538000,2.716000,s
mem-batch,sha2_chain,21,cycles,prove,5.498000,5.658000,6.134000,s
mem-batch,sha2_chain,21,cycles,verify,0.054000,0.063000,0.067000,s
mem-batch,sha2_chain,22,cycles,decode,0.225000,0.231000,0.249000,s
mem-batch,sha2_chain,22,cycles,trace,0.138000,0.140000,0.146000,s
mem-batch,sha2_chain,22,cycles,preprocess,2.537000,2.570000,2.633000,s
mem-batch,sha2_chain,22,cycles,prove,5.481000,5.626000,6.054000,s
mem-batch,sha2_chain,22,cycles,verify,0.061000,0.063000,0.065000,s
mem-batch,sha2_chain,23,cycles,decode,0.225000,0.227000,0.235000,s
mem-batch,sha2_chain,23,cycles,trace,0.142000,0.144000,0.148000,s
mem-batch,sha2_chain,23,cycles,preprocess,2.530000,2.577000,2.711000,s
mem-batch,sha2_chain,23,cycles,prove,5.597000,6.107000,6.375000,s
mem-batch,sha2_chain,23,cycles,verify,0.050000,0.063000,0.066000,s
mem-batch,sha2_chain,24,cycles,decode,0.226000,0.232000,0.245000,s
mem-batch,sha2_chain,24,cycles,trace,0.144000,0.148000,0.152000,s
mem-batch,sha2_chain,24,cycles,preprocess,2.545000,2.561000,2.639000,s
mem-batch,sha2_chain,24,cycles,prove,6.054000,6.120000,6.434000,s
mem-batch,sha2_chain,24,cycles,verify,0.049000,0.060000,0.065000,s
mem-batch,sha2_chain,25,cycles,decode,0.224000,0.229000,0.237000,s
mem-batch,sha2_chain,25,cycles,trace,0.147000,0.150000,0.155000,s
mem-batch,sha2_chain,25,cycles,preprocess,2.524000,2.550000,2.694000,s
mem-batch,sha2_chain,25,cycles,prove,5.714000,6.235000,6.567000,s
mem-batch,sha2_chain,25,cycles,verify,0.057000,0.063000,0.065000,s
mem-batch,sha2_chain,26,cycles,decode,0.226000,0.229000,0.237000,s
mem-batch,sha2_chain,26,cycles,trace,0.083000,0.159000,0.164000,s
mem-batch,sha2_chain,26,cycles,preprocess,2.531000,2.558000,2.665000,s
mem-batch,sha2_chain,26,cycles,prove,5.854000,6.219000,6.397000,s
mem-batch,sha2_chain,26,cycles,verify,0.049000,0.059000,0.067000,s
mem-batch,sha2_chain,27,cycles,decode,0.227000,0.229000,0.252000,s
mem-batch,sha2_chain,27,cycles,trace,0.162000,0.166000,0.171000,s
mem-batch,sha2_chain,27,cycles,preprocess,2.537000,2.556000,2.610000,s
mem-batch,sha2_chain,27,cycles,prove,6.079000,6.299000,6.425000,s
mem-batch,sha2_chain,27,cycles,verify,0.047000,0.060000,0.066000,s
mem-batch,sha2_chain,28,cycles,decode,0.226000,0.230000,0.241000,s
mem-batch,sha2_chain,28,cycles,trace,0.085000,0.165000,0.172000,s
mem-batch,sha2_chain,28,cycles,preprocess,2.523000,2.550000,2.624000,s
mem-batch,sha2_chain,28,cycles,prove,5.871000,6.241000,6.312000,s
mem-batch,sha2_chain,28,cycles,verify,0.050000,0.061000,0.070000,s
mem-batch,sha2_chain,29,cycles,decode,0.224000,0.230000,0.244000,s
mem-batch,sha2_chain,29,cycles,trace,0.168000,0.172000,0.178000,s
mem-batch,sha2_chain,29,cycles,preprocess,2.530000,2.583000,2.680000,s
mem-batch,sha2_chain,29,cycles,prove,5.842000,6.431000,6.639000,s
mem-batch,sha2_chain,29,cycles,verify,0.055000,0.062000,0.065000,s
mem-batch,sha2_chain,30,cycles,decode,0.227000,0.231000,0.244000,s
mem-batch,sha2_chain,30,cycles,trace,0.173000,0.175000,0.183000,s
mem-batch,sha2_chain,30,cycles,preprocess,2.512000,2.553000,2.690000,s
mem-batch,sha2_chain,30,cycles,prove,5.848000,6.352000,6.616000,s
mem-batch,sha2_chain,30,cycles,verify,0.057000,0.063000,0.066000,s
mem-batch,sha2_chain,31,cycles,decode,0.225000,0.230000,0.235000,s
mem-batch,sha2_chain,31,cycles,trace,0.176000,0.179000,0.185000,s
mem-batch,sha2_chain,31,cycles,preprocess,2.526000,2.538000,2.673000,s
mem-batch,sha2_chain,31,cycles,prove,6.017000,6.358000,6.654000,s
mem-batch,sha2_chain,31,cycles,verify,0.048000,0.065000,0.067000,s
mem-batch,sha2_chain,32,cycles,decode,0.228000,0.231000,0.252000,s
mem-batch,sha2_chain,32,cycles,trace,0.195000,0.199000,0.204000,s
mem-batch,sha2_chain,32,cycles,preprocess,2.532000,2.548000,2.649000,s
mem-batch,sha2_chain,32,cycles,prove,5.947000,6.552000,6.763000,s
mem-batch,sha2_chain,32,cycles,verify,0.048000,0.065000,0.067000,s
mem-batch,sha2_chain,33,cycles,decode,0.224000,0.231000,0.237000,s
mem-batch,sha2_chain,33,cycles,trace,0.198000,0.204000,0.208000,s
mem-batch,sha2_chain,33,cycles,preprocess,2.537000,2.554000,2.695000,s
mem-batch,sha2_chain,33,cycles,prove,6.170000,6.572000,6.716000,s
mem-batch,sha2_chain,33,cycles,verify,0.054000,0.059000,0.067000,s
mem-batch,sha2_chain,34,cycles,decode,0.225000,0.231000,0.235000,s
mem-batch,sha2_chain,34,cycles,trace,0.200000,0.206000,0.211000,s
mem-batch,sha2_chain,34,cycles,preprocess,2.528000,2.549000,2.695000,s
mem-batch,sha2_chain,34,cycles,prove,6.333000,6.637000,6.989000,s
mem-batch,sha2_chain,34,cycles,verify,0.054000,0.065000,0.068000,s
mem-batch,sha2_chain,35,cycles,decode,0.225000,0.233000,0.251000,s
mem-batch,sha2_chain,35,cycles,trace,0.100000,0.211000,0.214000,s
mem-batch,sha2_chain,35,cycles,preprocess,2.539000,2.562000,2.703000,s
mem-batch,sha2_chain,35,cycles,prove,6.262000,6.640000,6.763000,s
mem-batch,sha2_chain,35,cycles,verify,0.049000,0.058000,0.070000,s
mem-batch,sha2_chain,36,cycles,decode,0.226000,0.230000,0.247000,s
mem-batch,sha2_chain,36,cycles,trace,0.102000,0.216000,0.222000,s
mem-batch,sha2_chain,36,cycles,preprocess,2.517000,2.555000,2.651000,s
mem-batch,sha2_chain,36,cycles,prove,6.248000,6.760000,6.969000,s
mem-batch,sha2_chain,36,cycles,verify,0.050000,0.057000,0.067000,s
mem-batch,sha2_chain,37,cycles,decode,0.226000,0.230000,0.245000,s
mem-batch,sha2_chain,37,cycles,trace,0.101000,0.211000,0.221000,s
mem-batch,sha2_chain,37,cycles,preprocess,2.528000,2.573000,2.686000,s
mem-batch,sha2_chain,37,cycles,prove,9.776000,10.415000,10.752000,s
mem-batch,sha2_chain,37,cycles,verify,0.053000,0.071000,0.110000,s
mem-batch,sha2_chain,38,cycles,decode,0.226000,0.230000,0.273000,s
mem-batch,sha2_chain,38,cycles,trace,0.107000,0.212000,0.259000,s
mem-batch,sha2_chain,38,cycles,preprocess,2.515000,2.548000,2.674000,s
mem-batch,sha2_chain,38,cycles,prove,10.004000,10.261000,10.546000,s
mem-batch,sha2_chain,38,cycles,verify,0.051000,0.090000,0.110000,s
mem-batch,sha2_chain,39,cycles,decode,0.229000,0.231000,0.264000,s
mem-batch,sha2_chain,39,cycles,trace,0.216000,0.230000,0.237000,s
mem-batch,sha2_chain,39,cycles,preprocess,2.535000,2.565000,2.680000,s
mem-batch,sha2_chain,39,cycles,prove,10.284000,10.507000,10.696000,s
mem-batch,sha2_chain,39,cycles,verify,0.063000,0.092000,0.109000,s
mem-batch,sha2_chain,40,cycles,decode,0.228000,0.231000,0.237000,s
