variant,benchmark,input_value,input_metric,component,size_lo_mb,size_mid_mb,size_hi_mb,units
32-reg,sha2_chain,26,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,26,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,27,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,27,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,27,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,28,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,28,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,28,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,29,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,29,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,29,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,30,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,30,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,30,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,31,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,31,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,31,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,32,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,32,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,32,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,33,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,33,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,33,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,34,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,34,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,34,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,35,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,35,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,35,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,36,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,36,cycles,proof,0.185000,0.185000,0.185000,MB
32-reg,sha2_chain,36,cycles,total,0.200000,0.200000,0.200000,MB
32-reg,sha2_chain,37,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,37,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,37,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,38,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,38,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,38,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,39,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,39,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,39,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,40,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,40,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,40,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,41,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,41,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,41,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,42,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,42,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,42,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,43,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,43,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,43,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,44,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,44,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,44,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,45,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,45,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,45,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,46,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,46,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,46,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,47,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,47,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,47,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,48,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,48,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,48,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,49,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,49,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,49,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,50,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,50,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,50,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,52,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,52,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,52,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,54,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,54,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,54,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,56,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,56,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,56,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,58,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,58,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,58,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,60,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,60,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,60,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,62,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,62,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,62,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,64,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,64,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,64,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,66,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,66,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,66,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,68,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,68,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,68,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,70,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,70,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,70,cycles,total,0.210000,0.210000,0.210000,MB
32-reg,sha2_chain,72,cycles,commitments,0.015000,0.015000,0.015000,MB
32-reg,sha2_chain,72,cycles,proof,0.195000,0.195000,0.195000,MB
32-reg,sha2_chain,72,cycles,total,0.210000,0.210000,0.210000,MB
